N,P,K,temperature,humidity,ph,rainfall,label
18.13,19.62,18.9,15.77,89.29,5.8,77.28,grapes
22.82,24.31,17.46,13.19,82.75,6.32,60.11,grapes
20.65,18.39,18.23,13.8,88.51,6.11,77.06,grapes
17.65,20.2,19.51,8.1,85.57,6.16,71.84,grapes
22.36,20.71,15.67,9.05,85.96,5.77,61.59,grapes
19.3,20.54,18.29,14.48,86.44,5.83,75.1,grapes
21.49,21.37,20.53,8.1,86.97,5.88,78.85,grapes
23.18,20.88,17.52,9.83,83.4,5.98,65.92,grapes
20.15,16.65,24.78,8.97,89.32,6.41,70.51,grapes
22.25,19.36,21.3,11.07,83.01,6.08,69.96,grapes
20.8,17.87,18.67,8.76,80.52,5.75,61.48,grapes
16.04,23.13,15.39,13.93,82.73,6.37,69.7,grapes
18.06,20.18,18.82,13.08,81.15,6.5,68.51,grapes
18.48,22.1,18.64,15.5,84.54,6.22,62.15,grapes
23.46,22.36,17.12,9.31,83.16,6.48,65.14,grapes
19.56,15.3,18.97,13.14,89.53,6.02,76.38,grapes
20.47,15.41,18.15,13.18,89.51,6.36,64.57,grapes
17.2,17.01,24.22,15.67,87.75,5.89,70.09,grapes
19.64,17.53,20.05,8.27,81.32,6.39,75.03,grapes
19.23,20.17,18.7,14.67,87.84,6.26,74.45,grapes
17.05,18.38,19.7,10.98,87.55,5.83,62.76,grapes
18.99,24.8,17.26,13.51,84.33,5.57,69.76,grapes
22.02,20.13,23.72,10.6,80.86,6.44,67.56,grapes
101.53,51.88,44.86,31.88,81.35,5.94,42.89,watermelon
106.22,43.34,50.76,34.38,85.28,6.31,49.22,watermelon
96.52,47.13,49.04,34.85,89.38,6.79,57.78,watermelon
99.36,49.86,53.43,28.32,89.62,6.12,52.02,watermelon
104.2,54.26,43.67,32.21,85.21,5.9,55.53,watermelon
101.04,49.91,44.84,29.29,86.17,6.11,43.97,watermelon
109.23,47.67,51.01,28.52,83.55,6.11,48.18,watermelon
100.88,48.15,47.46,25.48,84.96,5.75,42.52,watermelon
108.65,49.07,49.89,28.42,89.09,6.46,55.38,watermelon
97.37,54.4,52.31,33.39,81.72,5.91,45.71,watermelon
95.42,52.83,40.48,24.84,82.74,5.8,44.64,watermelon
105.96,48.45,40.09,28.72,84.08,5.67,53.52,watermelon
104.04,50.81,50.93,24.0,89.54,6.72,58.08,watermelon
90.31,54.01,52.15,33.21,80.93,6.61,59.2,watermelon
103.57,48.56,54.18,28.87,85.99,6.21,58.66,watermelon
91.52,47.52,50.3,32.71,85.83,6.86,58.84,watermelon
91.29,46.04,40.35,27.62,85.37,6.87,56.93,watermelon
92.55,41.4,48.84,29.85,82.66,6.85,58.55,watermelon
98.05,53.35,45.76,32.1,84.76,5.68,58.56,watermelon
99.08,51.02,45.51,24.21,81.01,6.24,53.8,watermelon
96.69,50.43,50.48,31.74,84.93,6.87,49.78,watermelon
99.01,42.99,44.61,24.47,86.34,5.87,46.08,watermelon
105.42,44.91,43.63,25.86,87.75,5.69,49.08,watermelon
100.14,50.31,49.5,32.92,80.45,5.94,45.6,watermelon
92.92,44.34,44.65,29.74,86.64,6.07,54.39,watermelon
96.72,44.35,48.12,24.26,80.8,6.13,58.86,watermelon
104.43,41.32,52.69,32.06,86.11,6.73,48.08,watermelon
94.43,47.68,48.23,29.92,85.65,6.92,58.04,watermelon
107.51,52.02,54.15,25.08,82.65,6.24,56.93,watermelon
100.1,51.22,42.08,26.78,87.32,5.75,47.03,watermelon
95.3,45.25,50.62,28.05,85.55,5.65,56.1,watermelon
97.4,49.73,50.88,26.31,88.85,6.42,48.57,watermelon
93.65,54.13,51.33,26.29,83.38,6.71,53.91,watermelon
105.32,46.62,50.75,28.25,82.11,6.45,59.52,watermelon
96.21,46.91,50.11,29.96,88.43,6.64,41.17,watermelon
109.97,51.29,52.96,31.16,88.56,5.67,46.95,watermelon
107.53,43.02,41.17,32.67,88.35,5.74,57.09,watermelon
103.74,47.8,52.45,28.61,81.94,5.93,50.1,watermelon
100.63,52.08,51.87,30.4,87.81,5.79,41.0,watermelon
107.47,41.13,43.7,31.65,84.09,6.81,45.96,watermelon
90.24,44.51,48.67,28.14,85.35,6.81,58.25,watermelon
95.32,46.93,48.24,34.44,89.99,5.85,54.54,watermelon
97.56,40.12,40.14,29.07,84.88,5.53,53.74,watermelon
95.88,48.4,44.51,25.84,84.07,5.85,50.7,watermelon
93.98,47.63,42.36,31.38,87.54,5.67,49.36,watermelon
91.42,48.97,43.97,29.8,85.17,6.89,50.98,watermelon
101.66,46.02,54.24,32.55,82.85,6.77,48.65,watermelon
106.57,52.34,42.83,31.71,82.91,5.95,45.93,watermelon
104.51,43.45,40.01,31.87,81.71,5.66,44.75,watermelon
97.6,47.14,40.67,34.68,87.16,5.98,46.37,watermelon
98.97,49.39,42.2,26.08,88.59,5.88,47.6,watermelon
107.43,49.95,45.13,31.52,80.2,6.6,49.74,watermelon
106.26,54.32,53.89,34.0,85.12,6.04,49.3,watermelon
103.8,53.26,43.1,34.1,88.15,6.97,57.61,watermelon
95.6,41.59,41.68,27.2,86.14,6.71,57.99,watermelon
102.48,40.08,42.79,25.1,83.63,6.25,40.87,watermelon
96.97,42.69,49.71,29.11,84.95,6.14,59.12,watermelon
94.29,47.75,51.04,30.13,89.29,6.07,49.27,watermelon
91.77,49.13,44.32,25.76,85.45,6.3,41.52,watermelon
103.96,49.36,42.84,29.16,87.2,6.29,47.91,watermelon
96.45,49.16,54.09,31.39,80.75,6.19,57.82,watermelon
91.89,54.83,54.24,24.86,89.33,6.04,56.89,watermelon
98.37,46.61,49.51,32.52,80.34,6.39,43.73,watermelon
96.92,45.22,47.04,27.68,81.07,5.72,40.67,watermelon
99.4,54.32,41.74,34.41,87.33,6.46,52.91,watermelon
106.53,41.6,47.57,31.67,85.87,6.75,41.45,watermelon
103.81,48.01,45.69,27.74,86.21,6.84,49.92,watermelon
106.49,46.03,41.54,24.68,80.51,6.07,46.74,watermelon
104.36,51.14,40.76,26.43,82.74,6.32,42.89,watermelon
92.68,54.16,52.06,25.99,84.07,6.03,55.82,watermelon
100.2,41.92,51.08,28.37,82.63,6.06,49.96,watermelon
96.86,43.63,45.98,24.21,87.72,5.76,40.88,watermelon
103.07,51.61,52.21,29.43,82.05,6.61,53.99,watermelon
94.93,53.55,41.57,34.81,88.6,6.53,58.77,watermelon
104.45,42.86,46.63,24.79,83.9,6.61,47.73,watermelon
96.61,48.93,53.08,24.52,83.85,5.74,53.91,watermelon
92.11,49.97,44.29,26.19,89.36,5.53,48.76,watermelon
90.43,47.25,47.52,27.54,81.32,6.06,53.45,watermelon
105.65,47.96,48.85,26.21,82.87,5.74,44.99,watermelon
94.5,47.79,48.44,34.39,81.96,6.46,56.35,watermelon
101.2,43.83,43.94,24.43,83.05,6.62,40.95,watermelon
94.39,50.59,51.74,29.01,86.98,6.08,43.2,watermelon
97.96,48.7,54.22,24.76,85.07,5.99,50.17,watermelon
90.48,44.7,52.3,30.09,84.51,5.93,45.96,watermelon
97.66,52.53,54.51,28.83,83.93,6.77,48.54,watermelon
101.04,43.46,51.15,29.85,88.09,6.67,44.3,watermelon
104.31,52.0,45.19,25.9,80.03,6.18,47.05,watermelon
101.1,42.82,52.89,26.84,82.26,6.22,49.98,watermelon
94.3,44.08,42.55,31.9,87.7,6.19,54.28,watermelon
104.72,42.07,54.49,33.03,82.04,5.78,42.51,watermelon
92.77,51.22,47.04,32.61,87.46,6.41,53.73,watermelon
90.37,44.68,49.57,24.1,80.33,6.78,53.68,watermelon
95.31,50.32,51.89,27.37,80.36,6.9,46.9,watermelon
92.13,47.38,51.53,26.44,82.69,5.86,59.83,watermelon
93.95,48.63,53.88,25.62,89.71,6.92,57.69,watermelon
94.29,49.51,51.41,34.85,81.8,6.65,46.78,watermelon
93.51,46.32,51.91,29.11,85.38,6.99,47.98,watermelon
102.31,45.48,45.89,31.65,89.38,6.31,55.37,watermelon
91.78,43.17,47.53,24.22,82.53,6.28,40.3,watermelon
95.29,47.71,48.6,34.18,86.45,6.12,58.61,watermelon
105.7,43.0,41.96,34.76,92.8,7.18,34.78,muskmelon
102.5,54.8,48.0,29.13,94.14,6.38,35.55,muskmelon
109.14,50.45,48.94,32.6,91.82,6.53,32.73,muskmelon
105.03,50.18,42.98,32.94,93.96,6.71,30.73,muskmelon
105.42,49.92,46.14,36.95,90.81,7.49,22.38,muskmelon
90.3,53.35,43.67,35.3,94.06,7.29,39.83,muskmelon
95.88,50.65,41.73,32.07,94.24,6.55,31.82,muskmelon
100.08,49.69,54.59,28.56,92.87,7.29,29.63,muskmelon
91.57,48.41,44.98,29.55,94.25,6.78,38.67,muskmelon
106.12,50.39,40.08,32.28,90.99,7.37,23.49,muskmelon
95.72,47.75,43.95,30.1,93.0,6.13,21.16,muskmelon
97.44,50.81,48.32,32.23,92.83,6.55,38.72,muskmelon
91.1,50.1,53.37,36.04,90.92,6.44,34.34,muskmelon
91.69,52.18,50.78,35.3,90.5,7.08,33.6,muskmelon
106.62,40.62,40.35,31.73,90.74,6.84,38.35,muskmelon
97.83,52.67,40.0,29.69,90.15,6.49,38.16,muskmelon
91.94,49.1,46.77,37.38,90.61,6.32,20.59,muskmelon
98.68,44.17,53.05,34.05,93.07,6.8,21.84,muskmelon
98.9,54.99,52.53,36.93,94.12,6.15,24.55,muskmelon
90.06,44.55,41.63,32.73,93.39,7.31,34.98,muskmelon
108.77,40.81,40.18,34.61,91.45,6.38,26.62,muskmelon
95.4,47.67,46.6,33.12,93.36,6.58,25.03,muskmelon
93.32,45.24,51.13,35.57,93.33,6.35,31.76,muskmelon
101.41,47.26,48.25,32.92,92.83,7.07,22.19,muskmelon
104.99,42.04,41.0,37.76,94.78,6.09,28.87,muskmelon
93.72,47.28,52.45,37.51,93.17,6.53,32.07,muskmelon
96.24,53.65,53.06,33.58,91.62,6.44,20.67,muskmelon
106.32,46.76,44.88,32.71,94.09,6.19,37.15,muskmelon
107.95,54.2,45.96,30.17,91.87,6.5,23.52,muskmelon
102.15,47.15,52.99,28.32,93.22,7.14,35.19,muskmelon
107.72,50.94,53.92,31.33,92.52,6.02,20.14,muskmelon
94.8,41.51,43.9,29.77,90.14,7.36,20.16,muskmelon
104.72,42.28,53.68,36.93,93.27,7.01,20.11,muskmelon
109.7,53.17,53.43,34.59,91.72,7.34,25.83,muskmelon
101.25,41.5,53.83,29.41,91.12,6.84,35.28,muskmelon
102.39,43.48,40.01,35.57,94.93,7.21,29.2,muskmelon
108.08,46.15,47.87,32.77,92.24,7.16,30.54,muskmelon
96.33,43.87,40.57,33.83,91.15,6.22,33.08,muskmelon
103.62,51.28,47.55,36.94,94.68,7.21,32.71,muskmelon
96.07,54.74,44.11,30.03,92.21,6.09,39.57,muskmelon
101.77,48.35,49.84,32.97,90.16,6.92,34.32,muskmelon
98.33,51.36,43.41,30.21,90.81,6.56,36.94,muskmelon
106.56,45.74,48.84,35.21,91.21,6.25,39.44,muskmelon
102.35,54.72,45.07,35.03,91.11,6.39,30.24,muskmelon
96.39,42.51,43.94,28.36,93.52,6.74,21.88,muskmelon
93.43,41.54,49.19,28.94,93.77,6.03,24.99,muskmelon
107.81,50.78,41.09,36.21,92.47,7.27,32.01,muskmelon
103.64,54.9,43.49,34.24,92.3,6.06,20.29,muskmelon
92.38,49.74,48.51,33.53,90.16,6.7,38.49,muskmelon
97.95,49.37,51.7,35.84,92.6,7.29,27.83,muskmelon
107.77,43.6,44.2,28.53,93.98,6.63,24.58,muskmelon
94.64,53.52,52.51,33.54,93.08,6.71,27.83,muskmelon
108.31,41.88,46.28,31.45,92.49,6.69,30.38,muskmelon
92.8,47.7,43.64,29.84,90.32,7.14,28.55,muskmelon
102.53,50.91,50.19,32.71,91.94,6.56,32.8,muskmelon
99.9,52.74,53.12,29.71,90.68,6.95,26.02,muskmelon
90.37,53.33,43.4,37.29,93.59,7.14,24.03,muskmelon
94.68,47.82,42.58,31.05,91.61,6.24,24.1,muskmelon
105.77,42.51,40.43,34.29,94.88,6.5,22.37,muskmelon
101.41,53.6,51.76,34.23,91.58,6.81,21.82,muskmelon
103.58,50.88,54.48,30.6,90.09,6.82,34.14,muskmelon
105.81,42.91,43.93,33.13,91.65,7.29,29.48,muskmelon
105.99,48.71,51.6,31.33,94.16,6.41,30.92,muskmelon
94.28,47.13,44.77,30.67,94.83,6.24,35.75,muskmelon
109.68,40.3,50.49,30.53,90.2,6.6,38.7,muskmelon
90.24,48.82,47.52,36.73,90.42,7.02,33.6,muskmelon
103.38,54.14,52.35,28.42,92.36,6.6,26.2,muskmelon
99.03,45.76,46.49,37.79,90.44,7.38,29.6,muskmelon
102.47,52.45,45.41,32.3,92.05,6.56,38.51,muskmelon
106.58,41.63,41.62,32.28,90.49,6.93,22.87,muskmelon
100.45,40.11,44.75,34.77,92.42,7.47,37.48,muskmelon
97.18,40.68,52.68,37.11,94.1,6.19,39.96,muskmelon
95.17,50.86,53.62,30.36,94.54,6.46,39.53,muskmelon
95.63,54.3,40.8,35.09,92.66,6.72,24.47,muskmelon
104.11,42.86,48.29,30.53,94.78,6.04,23.99,muskmelon
94.85,46.21,43.49,32.91,94.36,7.07,31.6,muskmelon
91.78,50.41,42.5,35.86,91.25,6.63,27.01,muskmelon
107.18,41.9,48.48,29.42,93.52,7.36,28.69,muskmelon
99.76,53.91,47.81,32.88,92.89,7.03,22.14,muskmelon
106.42,46.53,41.09,35.86,91.88,6.15,32.68,muskmelon
107.6,53.32,54.36,36.68,90.01,6.57,36.37,muskmelon
97.33,49.02,49.09,31.65,94.52,6.75,29.3,muskmelon
109.95,47.4,42.68,33.13,94.07,7.17,35.77,muskmelon
104.16,43.81,52.93,36.93,90.97,6.2,39.51,muskmelon
107.37,53.4,53.3,33.42,93.23,6.82,21.02,muskmelon
104.91,47.58,49.72,33.03,92.46,6.26,25.57,muskmelon
93.18,42.93,54.59,29.53,91.35,6.89,32.2,muskmelon
93.08,51.91,51.78,30.37,91.44,7.41,36.51,muskmelon
103.96,41.23,46.27,33.59,90.94,6.67,32.02,muskmelon
96.55,51.71,52.61,31.24,94.19,6.16,36.75,muskmelon
93.06,41.24,49.63,32.72,94.54,6.54,25.74,muskmelon
100.01,46.84,45.17,34.94,93.8,7.28,39.46,muskmelon
95.33,50.74,45.91,34.77,92.38,7.49,34.58,muskmelon
109.05,52.52,53.54,36.14,92.3,6.38,27.41,muskmelon
90.4,47.86,47.58,33.25,94.87,7.37,23.23,muskmelon
97.38,46.36,45.41,35.98,92.62,6.86,37.06,muskmelon
106.12,41.98,50.71,32.35,91.47,6.08,29.74,muskmelon
97.11,43.77,50.42,35.69,91.22,6.07,36.98,muskmelon
90.2,54.06,49.41,31.22,91.23,6.01,24.71,muskmelon
92.75,49.18,42.5,33.29,92.95,6.45,20.7,muskmelon
15.37,120.53,206.09,21.95,93.98,5.93,111.32,apple
20.13,134.26,199.1,21.36,92.78,5.83,111.06,apple
21.47,129.88,204.3,22.63,93.7,6.21,113.35,apple
21.79,137.47,201.48,22.24,93.82,6.08,101.78,apple
23.92,120.62,206.23,23.28,94.77,5.55,114.92,apple
19.28,126.61,196.35,22.69,92.4,5.6,115.31,apple
22.38,135.35,208.58,22.23,94.77,6.37,107.41,apple
16.59,128.71,201.03,22.73,92.92,6.25,112.75,apple
16.05,137.17,199.65,23.91,90.59,6.46,102.28,apple
17.31,120.93,205.58,23.55,92.17,6.43,114.76,apple
21.3,136.91,199.45,22.06,94.53,6.4,124.41,apple
24.02,122.55,207.36,22.23,94.95,5.97,113.85,apple
20.3,126.43,196.13,23.69,94.01,5.64,119.42,apple
21.26,128.18,198.81,23.58,93.5,6.05,115.24,apple
15.91,129.48,197.91,21.63,93.31,6.41,110.09,apple
17.08,132.97,208.07,23.24,94.34,6.04,118.8,apple
16.4,126.97,200.84,22.53,94.65,6.37,103.36,apple
16.73,127.15,199.36,22.84,94.51,6.46,116.34,apple
23.38,130.5,198.12,22.57,92.78,6.24,105.5,apple
18.68,127.28,209.39,22.33,93.78,6.25,106.64,apple
20.72,137.89,202.13,23.84,91.07,5.57,122.29,apple
23.48,139.85,205.19,23.81,94.13,6.34,114.23,apple
18.82,138.69,201.48,22.62,92.23,6.06,111.76,apple
15.48,137.64,201.67,22.77,90.7,5.5,106.13,apple
22.05,121.98,208.63,21.65,91.02,5.68,100.35,apple
22.72,137.5,204.21,21.56,91.43,5.98,123.86,apple
17.47,134.63,201.59,21.89,92.28,5.57,119.97,apple
17.43,134.51,196.03,23.87,90.97,6.38,120.24,apple
24.68,129.56,205.91,22.11,90.92,5.94,104.14,apple
24.82,121.92,203.84,22.88,92.69,6.16,102.9,apple
20.55,125.74,209.1,23.29,94.86,5.54,107.13,apple
16.95,120.22,198.63,23.04,91.16,6.01,122.2,apple
21.94,127.89,200.59,22.37,90.89,6.13,109.1,apple
23.52,135.13,204.16,22.09,91.05,6.28,112.16,apple
17.25,123.9,197.48,23.33,91.14,6.03,111.29,apple
20.8,137.54,208.02,22.35,90.08,5.93,115.15,apple
20.58,133.03,197.31,22.94,90.91,6.25,108.48,apple
22.1,120.96,201.12,23.12,91.13,6.3,115.77,apple
20.88,127.07,202.24,22.79,92.36,6.2,110.84,apple
17.02,124.28,195.09,21.9,93.74,6.29,105.06,apple
24.59,130.05,208.75,23.12,93.61,5.59,105.5,apple
15.09,134.32,200.17,23.36,91.69,6.32,103.27,apple
16.73,126.82,201.13,22.05,93.82,5.6,108.78,apple
23.37,121.34,209.14,23.96,90.44,5.79,109.31,apple
22.76,131.92,204.67,23.27,90.59,6.33,117.64,apple
20.77,137.79,205.5,21.61,92.15,5.99,101.38,apple
24.55,122.57,205.46,22.52,90.13,6.42,121.3,apple
20.24,124.58,196.82,22.09,91.28,6.01,124.16,apple
20.75,137.8,204.76,22.43,94.27,5.97,121.72,apple
17.92,122.58,207.83,22.76,94.45,6.44,101.34,apple
20.01,127.5,204.39,23.38,91.4,6.06,117.72,apple
16.34,136.28,204.09,23.85,91.7,5.61,112.66,apple
15.86,139.39,195.58,23.26,92.63,5.87,101.65,apple
21.22,131.7,199.21,23.73,91.52,5.95,113.59,apple
16.0,138.64,200.62,21.24,91.94,6.1,112.84,apple
21.95,121.11,199.27,23.46,90.4,6.36,102.3,apple
23.34,127.22,204.18,21.46,90.33,5.72,103.2,apple
18.12,130.29,203.83,23.37,93.28,6.11,110.29,apple
19.74,128.29,207.63,21.69,90.03,6.15,105.06,apple
23.9,137.18,196.15,21.32,92.48,6.11,106.87,apple
22.17,131.9,199.87,21.08,93.75,5.71,120.86,apple
19.2,131.54,208.09,23.59,91.86,5.71,119.38,apple
19.33,123.84,208.57,21.59,90.13,5.52,115.56,apple
21.62,126.22,199.8,22.02,93.4,5.56,123.23,apple
17.23,139.99,197.57,23.31,91.12,5.58,121.87,apple
23.59,128.07,205.54,22.67,94.26,5.82,113.09,apple
19.85,127.08,208.37,21.5,90.75,6.08,116.44,apple
16.95,127.81,209.2,21.74,93.34,6.24,111.2,apple
24.38,134.73,201.87,22.71,93.46,6.09,121.97,apple
18.57,126.0,198.21,21.11,90.22,6.37,116.96,apple
21.61,132.29,207.74,22.44,94.35,5.86,123.17,apple
21.99,125.14,203.46,22.6,90.69,6.09,107.87,apple
15.52,138.97,204.62,23.63,93.38,5.86,112.82,apple
21.76,139.21,198.81,23.62,94.62,6.17,123.28,apple
18.98,139.06,205.54,21.13,94.53,5.98,111.51,apple
20.66,122.99,202.04,23.49,90.08,5.77,100.06,apple
19.16,134.57,206.98,23.84,93.04,5.75,123.1,apple
22.75,131.49,205.43,23.77,93.56,5.87,117.83,apple
15.4,127.73,201.09,21.5,90.12,5.63,116.37,apple
23.02,139.76,200.2,22.8,94.69,5.67,117.94,apple
22.55,121.78,207.92,23.44,90.17,5.59,101.23,apple
18.35,130.19,202.99,21.8,94.56,5.87,101.14,apple
18.0,130.62,201.12,21.82,90.66,6.32,124.9,apple
18.3,127.63,204.27,23.16,91.96,6.4,114.0,apple
19.5,132.93,209.29,23.38,90.2,5.83,111.76,apple
18.15,134.0,207.39,23.19,94.95,5.77,121.87,apple
22.67,127.24,206.01,21.31,93.95,6.03,107.31,apple
21.56,132.83,198.14,21.09,92.17,6.07,121.92,apple
24.28,130.58,206.31,22.32,93.73,5.7,109.28,apple
21.34,120.36,205.84,23.51,92.0,5.95,121.28,apple
22.76,125.76,199.86,23.04,92.82,5.66,107.75,apple
24.0,133.76,209.79,23.3,94.71,5.72,119.29,apple
15.2,133.42,202.04,22.04,94.31,6.35,100.56,apple
21.1,127.36,201.23,23.5,91.55,6.44,104.49,apple
21.63,133.44,198.78,21.97,94.17,6.26,108.23,apple
20.34,121.23,198.13,22.46,90.43,6.34,117.95,apple
24.44,133.87,209.11,22.66,93.0,6.48,116.05,apple
15.31,134.48,208.58,23.39,92.92,6.17,124.75,apple
15.91,133.34,199.25,22.92,93.04,5.65,105.17,apple
21.22,122.56,198.98,23.51,91.64,5.99,123.53,apple
17.27,18.9,16.06,13.78,94.51,7.37,125.53,orange
17.28,15.25,13.84,10.71,93.55,6.99,110.88,orange
23.37,17.49,14.32,13.34,92.15,6.66,111.31,orange
19.01,22.65,19.15,12.07,92.12,7.05,128.86,orange
17.67,19.4,17.96,13.05,90.55,6.94,113.73,orange
20.1,20.29,18.76,12.31,91.4,6.35,127.49,orange
16.71,19.26,11.87,13.87,92.37,6.53,117.22,orange
23.52,20.54,17.18,14.49,94.51,6.49,129.05,orange
15.25,18.77,18.96,11.37,91.37,6.45,122.25,orange
19.38,22.27,18.95,13.37,91.02,7.4,115.29,orange
16.5,15.9,15.63,10.57,90.69,6.45,115.63,orange
21.04,23.17,17.61,11.31,91.23,7.45,110.16,orange
23.8,17.0,19.47,11.71,92.2,7.06,121.75,orange
18.18,20.54,17.31,10.21,90.06,6.69,112.64,orange
21.64,17.14,14.33,10.99,92.74,6.17,110.46,orange
15.51,24.54,11.42,13.54,90.34,6.16,120.18,orange
19.65,24.52,19.45,13.9,93.01,6.68,117.12,orange
24.47,21.03,15.79,11.16,90.23,7.42,116.27,orange
19.43,16.15,18.37,10.14,94.17,6.21,127.73,orange
22.3,16.65,15.66,11.56,90.89,7.29,118.07,orange
18.99,16.7,13.83,14.36,91.82,7.43,128.93,orange
16.45,16.77,18.63,11.96,90.02,6.41,121.95,orange
22.99,16.33,11.11,14.61,93.76,6.88,125.38,orange
19.29,22.58,13.72,11.22,93.65,6.63,129.63,orange
18.49,24.22,19.33,11.21,93.99,6.65,128.35,orange
19.5,22.44,14.67,11.14,91.0,6.64,125.11,orange
21.05,21.89,12.82,12.41,90.22,7.23,129.8,orange
19.07,15.11,11.7,13.26,93.06,7.18,115.08,orange
22.64,21.88,13.23,12.73,90.74,6.68,127.62,orange
19.21,23.4,15.9,10.96,92.91,6.76,117.97,orange
16.2,19.17,10.73,10.49,92.08,6.46,128.51,orange
18.76,22.58,15.3,13.52,91.3,7.41,120.6,orange
23.31,18.65,11.0,13.37,90.04,6.71,113.86,orange
21.27,24.79,14.64,14.09,92.54,6.74,128.61,orange
23.9,22.86,12.96,12.73,91.12,6.67,119.68,orange
23.32,23.96,14.15,10.09,94.31,6.26,122.44,orange
15.25,19.0,19.86,10.5,92.12,6.46,128.1,orange
23.69,17.38,10.81,13.14,91.68,7.01,110.64,orange
16.33,21.86,12.12,14.29,90.29,6.32,129.97,orange
19.33,22.03,11.83,13.05,93.63,6.47,126.58,orange
21.03,18.89,15.58,12.88,90.83,6.6,116.87,orange
19.01,22.61,14.83,14.7,91.47,6.62,125.74,orange
20.46,20.47,10.53,11.99,91.35,7.5,116.17,orange
23.84,21.76,13.41,12.72,94.2,7.33,113.21,orange
18.4,18.35,10.42,12.99,94.27,6.57,124.8,orange
21.28,18.76,11.41,13.55,94.27,7.03,110.36,orange
17.16,15.69,15.7,13.78,90.55,7.26,121.11,orange
21.9,24.71,10.84,14.51,90.63,6.59,127.03,orange
24.06,20.06,15.94,13.54,94.16,6.18,126.2,orange
19.81,19.51,14.24,12.55,94.73,6.82,129.06,orange
16.8,22.24,18.12,13.4,93.03,6.85,127.22,orange
23.22,16.22,18.49,12.07,91.27,7.3,118.64,orange
23.08,17.63,10.04,12.48,90.5,7.13,115.52,orange
19.44,15.87,12.87,13.91,90.76,6.97,128.35,orange
21.8,23.11,11.09,11.25,94.47,7.07,122.79,orange
21.64,19.14,10.45,13.92,93.39,6.71,128.0,orange
18.36,17.94,18.73,13.98,92.57,6.2,114.3,orange
21.56,18.85,18.36,14.75,94.03,6.57,125.77,orange
18.51,16.67,10.33,11.93,94.52,6.36,114.13,orange
24.7,15.25,17.86,11.61,90.19,7.38,112.79,orange
20.52,17.74,10.65,10.25,90.58,6.11,125.21,orange
19.86,18.43,14.18,14.64,94.55,7.07,127.69,orange
18.2,18.81,16.14,13.12,92.41,6.6,129.72,orange
23.21,19.35,17.27,11.35,90.5,6.53,118.06,orange
15.17,23.15,13.59,12.9,90.37,6.26,127.79,orange
21.09,24.5,19.99,11.86,91.49,7.29,129.97,orange
21.3,22.95,17.82,11.78,92.87,7.25,123.76,orange
15.21,18.37,11.44,11.16,94.53,6.06,114.4,orange
18.1,21.17,15.34,11.09,90.82,6.36,120.05,orange
17.71,24.48,14.64,10.29,93.65,6.49,123.07,orange
17.8,20.71,17.72,14.64,91.31,6.5,119.29,orange
24.27,24.01,10.9,10.66,92.48,6.16,116.91,orange
16.48,21.36,19.49,14.98,91.88,6.9,127.13,orange
16.17,21.9,14.09,11.03,92.01,6.11,123.91,orange
17.53,18.11,11.21,14.32,92.47,6.86,121.39,orange
19.1,16.93,17.45,10.64,90.52,7.07,114.18,orange
18.07,19.75,14.49,13.54,93.12,6.97,124.28,orange
17.93,18.22,14.38,11.54,94.92,7.22,113.29,orange
15.06,15.43,12.44,10.57,92.67,7.29,124.74,orange
17.16,18.99,15.08,14.05,94.2,7.36,120.18,orange
21.94,16.12,15.65,11.24,92.16,6.95,115.14,orange
15.52,15.1,10.22,10.04,90.55,6.36,114.42,orange
24.87,18.06,11.27,12.73,94.29,7.02,115.92,orange
20.62,22.15,17.28,13.33,94.35,7.31,121.58,orange
19.3,21.42,18.18,10.03,94.96,6.27,119.4,orange
23.72,17.25,14.77,10.66,91.98,6.27,117.27,orange
18.73,24.93,19.95,10.57,93.63,6.08,110.6,orange
16.05,24.65,19.41,10.97,90.81,6.36,120.31,orange
20.7,17.22,17.57,11.55,94.61,6.99,118.73,orange
22.9,23.18,12.9,11.7,94.68,6.25,110.84,orange
19.54,23.01,17.72,14.6,92.67,6.15,121.77,orange
22.78,15.93,11.73,10.06,92.97,7.33,123.41,orange
24.82,15.63,19.03,14.07,91.57,7.46,115.76,orange
23.89,23.81,17.58,12.82,90.6,6.8,117.14,orange
22.92,22.58,19.11,10.07,94.05,7.41,125.79,orange
16.3,15.81,10.21,13.14,93.15,7.48,117.96,orange
18.32,21.24,18.26,14.68,94.02,6.64,122.7,orange
23.56,19.91,12.17,10.85,90.0,7.08,112.22,orange
17.44,17.98,15.6,11.99,93.37,6.08,112.48,orange
19.99,18.37,12.96,10.34,94.48,7.04,112.43,orange
45.98,54.62,50.22,29.17,93.51,7.13,189.0,papaya
52.17,46.45,40.17,34.27,93.02,6.3,195.98,papaya
58.72,54.84,53.11,34.98,91.22,7.26,191.15,papaya
48.46,41.48,54.69,27.96,94.35,6.01,151.05,papaya
51.99,43.58,50.35,30.66,90.39,6.24,169.4,papaya
47.78,51.88,46.24,25.93,92.42,6.14,156.45,papaya
48.59,52.89,53.87,33.26,91.67,6.41,177.46,papaya
55.83,54.9,41.97,25.49,93.47,7.25,192.32,papaya
55.18,54.31,47.67,34.14,94.84,7.27,165.49,papaya
47.94,48.22,46.8,33.78,90.5,6.39,187.59,papaya
